telescopes,bjd_alt,bjd,RA_move,DEC_move,fwhm,PWV,diff_flux_pwv,diff_flux,diff_flux_use,diff_flux_use_key,diff_error
Ganymede,1.0786241998896005,2458672.6182256816,0.25365105766104534,-5.349381472973619,3.890000104904175,3.2866302074375606,0.9951784373150091,0.9974561029168232,0.9951784373150091,0.0,0.0023290343063519254
Ganymede,1.0792032999917867,2458672.6188047817,0.33222842711256817,-5.1992507391260006,4.130000114440918,3.2842522734007846,1.0006803544493477,1.0029764598384614,1.0006803544493477,0.0,0.002342186444626624
Ganymede,1.0797875000163915,2458672.6193889817,0.45139477896736935,-5.030987318663392,4.050000190734863,3.281853428856552,0.996752501974276,0.9990454630949432,0.996752501974276,0.0,0.0023326063216046
Ganymede,1.0803697000257673,2458672.6199711817,0.43094176921295,-5.231569048075471,3.9600000381469727,3.2794631400882053,0.9982229608151832,1.000525151147446,0.9982229608151832,0.0,0.0023352325355517683
Ganymede,1.0809527996927502,2458672.6205542814,0.5301312518422492,-5.504855182080064,3.5799999237060547,3.277069048540364,0.9967722602586565,0.9990769447266991,0.9967722602586565,0.0,0.0023320364109166
Ganymede,1.0815345996990802,2458672.6211360814,0.4476993841235526,-5.5834091567085125,3.630000114440918,3.2766824995239077,0.9961408927244884,0.9984449014153661,0.9961408927244884,0.0,0.002330521813920628
Ganymede,1.0821135000325741,2458672.6217149817,0.4353897043620236,-5.928988453058992,4.880000114440918,3.289187501844019,0.993867032066073,0.9961342589304355,0.993867032066073,0.0,0.002328238381108456
Ganymede,1.0826955999247732,2458672.6222970816,0.508793308690656,-5.689372595457826,4.489999771118164,3.301762499765307,0.9923970946280692,0.9946293448580416,0.9923970946280692,0.0,0.0023234674414909823
Ganymede,1.0832763000391425,2458672.6228777817,0.6174376824055798,-5.526242908148561,4.179999828338623,3.304069500063032,0.998376040802261,1.0006157120012011,0.998376040802261,0.0,0.0023390603606091654
Ganymede,1.0838554001413288,2458672.623456882,0.5361749597941525,-5.824539270310197,4.320000171661377,3.302818499934286,0.994413476320413,0.9966471413598083,0.994413476320413,0.0,0.002332811830792858
Ganymede,1.0844302999787034,2458672.6240317817,0.5268396784667857,-5.840874994231854,5.110000133514404,3.304703112929003,0.9972915702634338,0.9995267107208473,0.9972915702634338,0.0,0.002341097884773861
Ganymede,1.0850094000808896,2458672.624610882,0.6016820346121676,-6.052421743108425,4.110000133514404,3.3126926932230156,0.9939645958375093,0.9961720381200975,0.9939645958375093,0.0,0.0023324085825067033
Ganymede,1.0855849998071792,2458672.6251864815,0.5535033357446082,-6.12505376531044,4.320000171661377,3.3206327783076457,0.9998838006372903,1.0020841486380507,0.9998838006372903,0.0,0.002348974524643292
Ganymede,1.0861595997586848,2458672.6257610815,0.6138433677260764,-6.280392156972084,4.460000038146973,3.3081922114600437,0.9979365882724602,1.0001635535277258,0.9979365882724602,0.0,0.002342179886003073
Ganymede,1.0867339999414982,2458672.6263354816,0.5123150435392745,-6.263956064416561,4.039999961853027,3.2947676985364707,0.9956176042799264,0.9978727422947671,0.9956176042799264,0.0,0.0023387843135278487
Ganymede,1.087310199905187,2458672.6269116816,0.48850216466234997,-6.03056996507803,4.369999885559082,3.2912061395599337,0.9985050026733553,1.0007753309433571,0.9985050026733553,0.0,0.0023452459527071737
Ganymede,1.0878828999586405,2458672.6274843817,0.6220542837982066,-6.083481514884625,4.360000133514404,3.297610648896667,1.0017422880450186,1.004003478407119,1.0017422880450186,0.0,0.002352637668936446
Ganymede,1.0884360999800267,2458672.6280375817,0.7061819483642466,-6.166954675747547,4.320000171661377,3.303797703250628,0.9961672696662627,0.9983999901026787,0.9961672696662627,0.0,0.002338516289655462
Ganymede,1.08901609973982,2458672.6286175814,0.6950675671105273,-6.091412084235344,4.599999904632568,3.3102837588568548,0.995272885006965,0.9974869724944383,0.995272885006965,0.0,0.002337443768439874
Ganymede,1.0895920999348165,2458672.6291935816,0.7176562243257649,-5.999671654833946,4.429999828338623,3.3167258047866346,0.9970572120779247,0.9992587064997468,0.9970572120779247,0.0,0.0023388071238392596
Ganymede,1.0901744000613691,2458672.629775882,0.664440608874429,-6.278684215678368,4.03000020980835,3.3232390390109403,0.9972126453258048,0.9993977278180362,0.9972126453258048,0.0,0.0023400951493467758
Ganymede,1.0907566997222604,2458672.6303581814,0.599573805287946,-6.2551240306929685,4.21999979019165,3.3297509817431434,0.9977930389218318,0.9999626263197546,0.9977930389218318,0.0,0.0023416821151277657
Ganymede,1.0913301997818055,2458672.6309316815,0.6495958113227971,-6.380911214335356,4.03000020980835,3.336164552355113,0.9954704490269484,0.9976184689156856,0.9954704490269484,0.0,0.002336676934270916
Ganymede,1.0919334998354318,2458672.6315349815,0.5844794654403813,-6.426101634337101,4.269999980926514,3.3429120674129313,0.9996274683624053,1.0017670429372614,0.9996274683624053,0.0,0.0023481344051711124
Ganymede,1.0925061998888852,2458672.6321076816,0.5972791922395118,-6.432672192400787,4.289999961853027,3.3493165819572943,1.0005301826737696,1.002655101092156,1.0005301826737696,0.0,0.0023498765721964307
Ganymede,1.093086699768901,2458672.6326881815,0.5884323020582087,-6.431368222052697,4.489999771118164,3.347755998760819,0.9972363975886673,0.9993577256920355,0.9972363975886673,0.0,0.002342294556419087
Ganymede,1.0936645998619499,2458672.6332660816,0.5572654654388316,-6.435572805872653,4.599999904632568,3.34525949837324,0.9979003872703702,1.000028876416261,0.9979003872703702,0.0,0.0023440536364882974
Ganymede,1.0942379998043181,2458672.6338394815,0.6085758258705027,-6.365131507685874,4.96999979019165,3.3425789982421477,0.9909509176661198,0.9930707376192105,0.9909509176661198,0.0,0.002328957516508493
Ganymede,1.0948150998912753,2458672.6344165816,0.5594095339183696,-6.41785847308347,4.659999847412109,3.3396704990952575,0.9979539289315236,1.0000954960885218,0.9979539289315236,0.0,0.002343236467033778
Ganymede,1.0953881999477746,2458672.6349896817,0.5142752838437445,-6.364280539622996,4.440000057220459,3.33718545415733,0.9946431835758195,0.9967833123854482,0.9946431835758195,0.0,0.002334854231616669
Ganymede,1.0959710998460652,2458672.6355725816,0.683245078951586,-6.28918613033602,4.739999771118164,3.3396826453189408,0.9967402686416417,0.9988780668601925,0.9967402686416417,0.0,0.0023414996503912247
Ganymede,1.0965440997853877,2458672.6361455815,0.5902763095800765,-6.500723968318198,4.369999885559082,3.342137687445698,0.9980013253684921,1.0001350573252676,0.9980013253684921,0.0,0.00234355666577572
Ganymede,1.0971239998936655,2458672.6367254816,0.6786599394981749,-6.513233186735306,4.21999979019165,3.3451996638673647,0.9997946858078944,1.0019239170558534,0.9997946858078944,0.0,0.002348332989945691
Ganymede,1.0977064997889103,2458672.6373079815,0.7165845085983165,-6.453360254003201,4.369999885559082,3.3485831935034645,0.9963163515401476,0.9984290430982006,0.9963163515401476,0.0,0.0023417402826058013
Ganymede,1.0982862997800114,2458672.6378877815,0.7989141319994815,-6.619290987087879,4.079999923706055,3.381338631036931,0.9961747306367136,0.998204320186992,0.9961747306367136,0.0,0.0023398866010465196
Ganymede,1.098868300020695,2458672.6384697817,0.820673396170605,-6.5821334105567075,3.950000047683716,3.4891423410774163,0.9963699406569068,0.998130510081824,0.9963699406569068,0.0,0.0023384807256524114
